"cg","con","Concept.1","Concept.2","LIN","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"msh","UMNSRS_similarity_mesh","D002440","D002443",0.489863,0.688457,0.361693,0.506023,0.333333,0.054143,0.857143,"D000900","D000900","D000900","D000900=D002440->*D000900*<-D002443"
"msh","UMNSRS_similarity_mesh","D010406","D002437",0.765898,0.606877,0.573428,0.811564,0.25,0.142443,0.857143,"D000900|D047090","D047090","D047090","D000900=D010406->D047090->*D000900*<-D002437|D047090=D010406->*D047090*<-D002437<-D002511"
"msh","UMNSRS_similarity_mesh","D006432","D000857",0,0.347036,0.217952,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D000857<-D012678<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D010167","D001241",0,0.347036,0.225222,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D010167->D012877->D012816->D013568->*C0000000*<-D001241<-D058633<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D050171","D002792",0,0.347036,0.227497,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D050171->D052439->D008659->D009750->*C0000000*<-D002792<-D011137<-D010969<-D011108<-D046911"
"msh","UMNSRS_similarity_mesh","D010930","D008199",0,0.347036,0.218888,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D010930->D015009->D004756->D016905->D001424->D001423->*C0000000*<-D008199<-D008206<-D006425"
"msh","UMNSRS_similarity_mesh","D000438","D004221",0.417954,0.491896,0.336636,0.209422,0.166667,0.048286,0.444444,"D009930","D009930","D009930","D009930=D000438->*D009930*<-D004221<-D004220<-D013440<-D013457"
"msh","UMNSRS_similarity_mesh","D003061","D009270",0.810547,0.543598,0.607714,0.84188,0.2,0.166597,0.833333,"D000701|D009019|D002491","D009019","D009019","D000701=D003061->*D000701*<-D009270<-D009019<-D053610|D002491=D003061->D000996->*D002491*<-D009270<-D009292|D009019=D003061->D009022->D009020->*D009019*<-D009270"
"msh","UMNSRS_similarity_mesh","D014859","D001241",0.622365,0.543598,0.381418,0.515216,0.2,0.059248,0.714286,"D004791|D006401","D006401","D006401","D004791=D014859->D015110->*D004791*<-D001241<-D016861|D006401=D014859->D000925->*D006401*<-D001241<-D005343"
"msh","UMNSRS_similarity_mesh","D014640","D005913",0.207296,0.410315,0.285985,0.256557,0.125,0.038311,0.461538,"D020228","D020228","D020228","D020228=D014640->D000900->D000890->D045506->*D020228*<-D005913<-D007004<-D045505"
"msh","UMNSRS_similarity_mesh","D003048","D008581",0,0.448182,0.232708,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D003048->D011528->D010272->*C0000000*<-D008581<-D002494<-D001423"
"msh","UMNSRS_similarity_mesh","D010167","D014859",0,0.347036,0.217047,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D010167->D012877->D012816->D013568->*C0000000*<-D014859<-D012378<-D010575<-D004786<-D020164"
"msh","UMNSRS_similarity_mesh","D000783","D010024",0,0.410315,0.238234,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D000783->D014652->D002318->*C0000000*<-D010024<-D001851<-D001847<-D009140"
"msh","UMNSRS_similarity_mesh","D007511","D008790",0,0.376914,0.221905,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D007511->D010335->D013568->*C0000000*<-D008790<-D011412<-D000605<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D005414","D005934",0,0.347036,0.224304,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D005414->D012817->D012816->D013568->*C0000000*<-D005934<-D005765<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D002437","D002506",0.757775,0.688457,0.558039,0.811672,0.333333,0.132773,0.909091,"D002511|D000900","D002511","D002511","D002511=D002437->*D002511*<-D002506|D000900=D002437->*D000900*<-D002506"
"msh","UMNSRS_similarity_mesh","D010024","D013927",0,0.376914,0.235062,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D010024->D001851->D001847->D009140->*C0000000*<-D013927<-D016769<-D014652<-D002318"
"msh","UMNSRS_similarity_mesh","D004660","D008581",0.805672,0.688457,0.652345,0.878635,0.333333,0.204277,0.8,"D002494","D002494","D002494","D002494=D004660->*D002494*<-D008581"
"msh","UMNSRS_similarity_mesh","D001168","D018771",0.770075,0.688457,0.517224,0.749468,0.333333,0.110186,0.75,"D007592","D007592","D007592","D007592=D001168->*D007592*<-D018771"
"msh","UMNSRS_similarity_mesh","D000858","D016190",0,0.376914,0.228654,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D000858->D010049->D006058->D004700->*C0000000*<-D016190<-D009944<-D009942<-D009930"
"msh","UMNSRS_similarity_mesh","D000418","D006493",0,0.410315,0.277006,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D000418->D011506->D000602->*C0000000*<-D006493<-D006025<-D011134<-D002241"
"msh","UMNSRS_similarity_mesh","D011141","D007328",0,0.347036,0.236453,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D011141->D014555->D014570->D052801->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D012913","D012135",0.951242,0.803438,0.971799,0.996108,0.5,0.879118,0.909091,"D012135","D012135","D012135","D012135=D012913->*D012135"
"msh","UMNSRS_similarity_mesh","D011565","C043211",0,0.376914,0.215735,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D011565->D017444->D012871->D017437->*C0000000*<-C043211<-D002227<-D006575<-D006571"
"msh","UMNSRS_similarity_mesh","D006484","D007246",0,0.448182,0.22008,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D006484->D014652->D002318->*C0000000*<-D007246<-D005832<-D052801"
"msh","UMNSRS_similarity_mesh","D004827","D010634",0,0.347036,0.249192,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D010634<-D006993<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D004827","D000438",0,0.448182,0.320535,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D004827->D001927->D002493->D009422->*C0000000*<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D011565","D013035",0,0.376914,0.220517,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D011565->D017444->D012871->D017437->*C0000000*<-D013035<-D020879<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D012913","D008139",0,0.376914,0.215735,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D012913->D012135->D012143->D002943->*C0000000*<-D008139<-D010880<-D006573<-D006571"
"msh","UMNSRS_similarity_mesh","D001161","D002792",0,0.347036,0.222192,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D001161->D001157->D014652->D002318->*C0000000*<-D002792<-D011137<-D010969<-D011108<-D046911"
"msh","UMNSRS_similarity_mesh","D011014","D018805",0.673809,0.606877,0.475835,0.698499,0.25,0.091203,0.666667,"D007239","D007239","D007239","D007239=D011014->D012141->*D007239*<-D018805"
"msh","UMNSRS_similarity_mesh","D006547","D003704",0,0.448182,0.246899,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D006547->D020763->D013568->*C0000000*<-D003704<-D019965<-D001523"
"msh","UMNSRS_similarity_mesh","D018771","D010146",0.791553,0.803438,0.81098,0.959625,0.5,0.421664,0.933333,"D010146","D010146","D010146","D010146=D018771->*D010146"
"msh","UMNSRS_similarity_mesh","D013974","D008012",0.351102,0.376914,0.33168,0.34922,0.111111,0.047205,0.5,"D045505","D045505","D045505","D045505=D013974->D013963->D006728->D006730->*D045505*<-D008012<-D000779<-D000777<-D002492"
"msh","UMNSRS_similarity_mesh","D011014","D004417",0.562766,0.543598,0.44312,0.651734,0.2,0.078541,0.5,"D012140","D012140","D012140","D012140=D011014->D012141->*D012140*<-D004417<-D012120"
"msh","UMNSRS_similarity_mesh","D009041","D009041",1,1,1,1,1,1,1,"D009041","D009041","D009041","D009041=D009041"
"msh","UMNSRS_similarity_mesh","D053159","C055162",0,0.320008,0.212801,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D053159->D059411->D020924->D012816->D013568->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D003078","D011239",0.57107,0.491896,0.407074,0.523035,0.166667,0.066616,0.666667,"D045506|D000970","D000970","D000970","D045506=D003078->D006074->D018501->*D045506*<-D011239<-D000893|D000970=D003078->D050257->D050256->*D000970*<-D011239<-D018931"
"msh","UMNSRS_similarity_mesh","D006547","D002230",0,0.448182,0.233709,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D006547->D020763->D013568->*C0000000*<-D002230<-D006834<-D009930"
"msh","UMNSRS_similarity_mesh","D044343","D012640",0,0.448182,0.23796,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D044343->D009748->D009750->*C0000000*<-D012640<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D002386","D010195",0,0.448182,0.246268,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D002386->D007905->D005128->*C0000000*<-D010195<-D010182<-D004066"
"msh","UMNSRS_similarity_mesh","D000431","D000438",0.904536,0.803438,0.620496,0.76011,0.5,0.176616,0.857143,"D000438","D000438","D000438","D000438=D000431->*D000438"
"msh","UMNSRS_similarity_mesh","D006980","D012640",0,0.448182,0.226566,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D006980->D013959->D004700->*C0000000*<-D012640<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","C036604","D000638",0,0.347036,0.219862,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=C036604->D011412->D000605->D000438->D009930->*C0000000*<-D000638<-D001572<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D007246","D016190",0,0.410315,0.236489,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D007246->D005832->D052801->*C0000000*<-D016190<-D009944<-D009942<-D009930"
"msh","UMNSRS_similarity_mesh","D018771","D009437",0.675209,0.688457,0.721255,0.92684,0.333333,0.279862,0.875,"D010146","D010146","D010146","D010146=D018771->*D010146*<-D009437"
"msh","UMNSRS_similarity_mesh","D000860","D015742",0,0.410315,0.217952,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D000860->D012818->D012816->D013568->*C0000000*<-D015742<-D010636<-D009930"
"msh","UMNSRS_similarity_mesh","D004244","D001262",0,0.347036,0.215554,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004244->D012678->D009461->D009422->*C0000000*<-D001262<-D011412<-D000605<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D010195","D007328",0,0.376914,0.243245,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D010195->D010182->D004066->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D005759","D007328",0,0.376914,0.256452,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D005759->D005767->D004066->*C0000000*<-D007328<-D007004<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D007970","D002433",0,0.320008,0.222528,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D007970->D007960->D006402->D006425->*C0000000*<-D002433<-D000900<-D000890<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D006660","D011239",0,0.376914,0.237535,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D006660->D009181->D001423->*C0000000*<-D011239<-D000893<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D006429","C055162",0,0.347036,0.214989,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D006429->D010243->D009461->D009422->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D009181","C065179",0,0.448182,0.236468,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D009181->D001423->*C0000000*<-C065179<-D006538<-D005227<-D008055"
"msh","UMNSRS_similarity_mesh","D012216","D003078",0,0.491896,0.242854,0,0.166667,0,0.285714,"C0000000","C0000000","C0000000","C0000000=D012216->D009140->*C0000000*<-D003078<-D000470<-D006571"
"msh","UMNSRS_similarity_mesh","D004417","D010406",0,0.410315,0.234352,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D004417->D012120->D012140->*C0000000*<-D010406<-D047090<-D013457<-D009930"
"msh","UMNSRS_similarity_mesh","D005355","D006396",0.463513,0.543598,0.40582,0.583896,0.2,0.066236,0.6,"D010335","D010335","D010335","D010335=D005355->*D010335*<-D006396<-D006471<-D006470"
"msh","UMNSRS_similarity_mesh","D006261","D006261",1,1,1,1,1,1,1,"D006261","D006261","D006261","D006261=D006261"
"msh","UMNSRS_similarity_mesh","D008139","D001726",0.50169,0.543598,0.384144,0.544428,0.2,0.059991,0.714286,"D005765","D005765","D005765","D005765=D008139->D000930->*D005765*<-D001726<-D002400"
"msh","UMNSRS_similarity_mesh","D009202","D013575",0,0.376914,0.235353,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D009202->D006331->D002318->*C0000000*<-D013575<-D014474<-D003244<-D019954<-D001520"
"msh","UMNSRS_similarity_mesh","D000860","D012640",0.582283,0.543598,0.404457,0.577174,0.2,0.065824,0.6,"D012816","D012816","D012816","D012816=D000860->D012818->*D012816*<-D012640<-D009461"
"msh","UMNSRS_similarity_mesh","D050171","C011819",0,0.376914,0.227203,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D050171->D052439->D008659->D009750->*C0000000*<-C011819<-D005296<-D058085<-D007287"
"msh","UMNSRS_similarity_mesh","D013789","D014202",0,0.376914,0.219463,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D013789->D006453->D030342->D009358->*C0000000*<-D014202<-D020820<-D009461<-D009422"
"msh","UMNSRS_similarity_mesh","D012640","D016642",0,0.410315,0.224685,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D012640->D009461->D009422->*C0000000*<-D016642<-D011427<-D007659<-D009930"
"msh","UMNSRS_similarity_mesh","D000787","D009638",0,0.376914,0.21954,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D000787->D017202->D014652->D002318->*C0000000*<-D009638<-D000605<-D000438<-D009930"
"msh","UMNSRS_similarity_mesh","D009220","D008775",0,0.376914,0.228484,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D009220->D009135->D009140->*C0000000*<-D008775<-D018696<-D020011<-D020313<-D020164"
"msh","UMNSRS_similarity_mesh","D004433","D000658",0,0.347036,0.214989,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D004433->D004427->D010038->*C0000000*<-D000658<-D000900<-D000890<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D001991","C093875",0,0.410315,0.216662,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D001991->D012141->D012140->*C0000000*<-C093875<-D011804<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","C065179","D008148",0,0.376914,0.218454,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C065179->D006538->D005227->D008055->*C0000000*<-D008148<-D009281<-D011084<-D011083"
"msh","UMNSRS_similarity_mesh","D013035","D005665",0,0.347036,0.220281,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D013035->D020879->D009461->D009422->*C0000000*<-D005665<-D013424<-D000814<-D000588<-D009930"
"msh","UMNSRS_similarity_mesh","D014103","D004917",0,0.347036,0.235087,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D014103->D020821->D009069->D002493->D009422->*C0000000*<-D004917<-D018942<-D007783<-D009930"
"msh","UMNSRS_similarity_mesh","D003872","D006967",0,0.491896,0.26086,0,0.166667,0,0.285714,"C0000000","C0000000","C0000000","C0000000=D003872->D012871->D017437->*C0000000*<-D006967<-D007154"
"msh","UMNSRS_similarity_mesh","D001161","D007511",0,0.410315,0.228253,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D001161->D001157->D014652->D002318->*C0000000*<-D007511<-D010335<-D013568"
"msh","UMNSRS_similarity_mesh","D006432","D011141",0,0.347036,0.215735,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D006432->D008664->D008661->D030342->D009358->*C0000000*<-D011141<-D014555<-D014570<-D052801"
"msh","UMNSRS_similarity_mesh","D037061","D014098",0.535767,0.606877,0.70402,0.91919,0.25,0.258671,0.823529,"D010146","D010146","D010146","D010146=D037061->*D010146*<-D014098<-D005157"
"msh","UMNSRS_similarity_mesh","D003681","D013217",0.539512,0.448182,0.375638,0.539552,0.142857,0.057704,0.4,"D009750","D009750","D009750","D009750=D003681->D014883->D008659->*D009750*<-D013217<-D044342<-D009748"
"msh","UMNSRS_similarity_mesh","D003092","D004827",0,0.376914,0.243888,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D003092->D005759->D005767->D004066->*C0000000*<-D004827<-D001927<-D002493<-D009422"
"msh","UMNSRS_similarity_mesh","D007662","D013217",0.527981,0.410315,0.378465,0.542956,0.125,0.058454,0.363636,"D009750","D009750","D009750","D009750=D007662->D000138->D000137->D008659->*D009750*<-D013217<-D044342<-D009748"
"msh","UMNSRS_similarity_mesh","D012640","D014635",0,0.376914,0.232084,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D012640->D009461->D009422->*C0000000*<-D014635<-D004791<-D045504<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D006069","C055162",0,0.347036,0.213361,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D006069->D015231->D012749->D014777->*C0000000*<-C055162<-D013988<-D058924<-D006574<-D006571"
"msh","UMNSRS_similarity_mesh","D013789","D006453",0.961699,0.803438,0.879143,0.977917,0.5,0.575717,0.888889,"D006453","D006453","D006453","D006453=D013789->*D006453"
"msh","UMNSRS_similarity_mesh","D045262","D001241",0,0.376914,0.225222,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D045262->D001790->D002943->*C0000000*<-D001241<-D058633<-D045505<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D009181","D016190",0,0.448182,0.254205,0,0.142857,0,0.25,"C0000000","C0000000","C0000000","C0000000=D009181->D001423->*C0000000*<-D016190<-D009944<-D009942<-D009930"
"msh","UMNSRS_similarity_mesh","D009181","D008581",0.601158,0.606877,0.478786,0.674294,0.25,0.09244,0.571429,"D001423","D001423","D001423","D001423=D009181->*D001423*<-D008581<-D002494"
"msh","UMNSRS_similarity_mesh","D010167","C011819",0,0.376914,0.212801,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=D010167->D012877->D012816->D013568->*C0000000*<-C011819<-D005296<-D058085<-D007287"
"msh","UMNSRS_similarity_mesh","D006356","D007052",0,0.347036,0.220446,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=D006356->D012817->D012816->D013568->*C0000000*<-D007052<-D010666<-D000146<-D002264<-D009930"
"msh","UMNSRS_similarity_mesh","D003061","D003915",0.829405,0.688457,0.574767,0.82006,0.333333,0.143317,0.857143,"D000996","D000996","D000996","D000996=D003061->*D000996*<-D003915"
"msh","UMNSRS_similarity_mesh","D000111","D000241",0.351483,0.448182,0.366094,0.387069,0.142857,0.055242,0.571429,"D045506","D045506","D045506","D045506=D000111->D000998->D000890->*D045506*<-D000241<-D000889<-D002317"
"msh","UMNSRS_similarity_mesh","D004205","D011239",0.331689,0.491896,0.331296,0.348151,0.166667,0.047123,0.615385,"D045506","D045506","D045506","D045506=D004205->D018927->D019141->*D045506*<-D011239<-D000893"
"msh","UMNSRS_similarity_mesh","D003967","D002433",0,0.320008,0.217952,0,0.090909,0,0.166667,"C0000000","C0000000","C0000000","C0000000=D003967->D012817->D012816->D013568->*C0000000*<-D002433<-D000900<-D000890<-D045506<-D020228<-D020164"
"msh","UMNSRS_similarity_mesh","D002442","D002443",0.501701,0.688457,0.362837,0.507404,0.333333,0.054426,0.857143,"D000900","D000900","D000900","D000900=D002442->*D000900*<-D002443"
"msh","UMNSRS_similarity_mesh","D010146","D009020",0,0.410315,0.242505,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=D010146->D009461->D009422->*C0000000*<-D009020<-D009019<-D006576<-D006571"
"msh","UMNSRS_similarity_mesh","D009270","D005283",0.754762,0.543598,0.511511,0.73987,0.2,0.107348,0.8,"D000701|D002491","D000701","D000701","D000701=D009270->D009019->D053610->*D000701*<-D005283|D002491=D009270->D009292->*D002491*<-D005283<-D000759"
