"cg","con","Concept.1","Concept.2","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"sct-umls","UMNSRS_similarity","C0012833","C0004147",0.458023,0.242287,0.061355,0.1,0.031541,0.307692,"C2720507",NA,"C2720507","C2720507=C0012833->C0424575->C1287406->C0037088->*C2720507*<-C0004147<-C0304516<-C0001645<-C0004382<-C0013227"
"sct-umls","UMNSRS_similarity","C0030305","C0021641",0.458023,0.243258,0.061619,0.1,0.031681,0.307692,"C2720507",NA,"C2720507","C2720507=C0030305->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227"
"sct-umls","UMNSRS_similarity","C0017160","C0021641",0.43559,0.241139,0.061045,0.090909,0.031376,0.285714,"C2720507",NA,"C2720507","C2720507=C0017160->C0017152->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227"
"sct-umls","UMNSRS_similarity","C0023530","C0007537",0.396269,0.232217,0.058682,0.076923,0.030125,0.25,"C2720507",NA,"C2720507","C2720507=C0023530->C0023510->C1532237->C0012634->C0037088->*C2720507*<-C0007537<-C0304319<-C2266959<-C0026458<-C0279516<-C0003204<-C0013227"
"sct-umls","UMNSRS_similarity","C0019655","C0032950",0.415109,0.247676,0.062834,0.083333,0.032326,0.266667,"C2720507",NA,"C2720507","C2720507=C0019655->C0276698->C0026946->C0009450->C0012634->C0037088->*C2720507*<-C0032950<-C0017710<-C0001617<-C0360511<-C0013227"
"sct-umls","UMNSRS_similarity","C0442874","C0009806",0.510546,0.367977,0.400257,0.125,0.055961,0.631579,"C1285159",NA,"C1285159","C1285159=C0442874->C0027765->*C1285159*<-C0009806<-C0016807<-C0021831<-C0266806<-C0012242"
"sct-umls","UMNSRS_similarity","C0149651","C0013404",0.415109,0.24416,0.061865,0.083333,0.031811,0.266667,"C2720507",NA,"C2720507","C2720507=C0149651->C1265981->C0332447->C1260954->C1268086->*C2720507*<-C0013404<-C1287669<-C0577969<-C0425442<-C1290906<-C0037088"
"sct-umls","UMNSRS_similarity","C0018991","C0070166",0.458023,0.237762,0.06014,0.1,0.030896,0.307692,"C2720507",NA,"C2720507","C2720507=C0018991->C0007682->C0422878->C1290906->C0037088->*C2720507*<-C0070166<-C0085826<-C0018938<-C0013227"
"sct-umls","UMNSRS_similarity","C0026946","C0286651",0.482823,0.27162,0.069832,0.111111,0.036057,0.333333,"C2720507",NA,"C2720507","C2720507=C0026946->C0009450->C0012634->C0037088->*C2720507*<-C0286651<-C0360714<-C0014432<-C0013227"
"sct-umls","UMNSRS_similarity","C0035435","C0009262",0.43559,0.23638,0.059773,0.090909,0.030702,0.285714,"C2720507",NA,"C2720507","C2720507=C0035435->C0026857->C0426779->C1290906->C0037088->*C2720507*<-C0009262<-C0360273<-C0018100<-C1298773<-C0013227"
"sct-umls","UMNSRS_similarity","C0013404","C0220892",0,0.39454,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C1623038","C0018926",0,0.362382,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0877781","C0018681",0.458023,0.237064,0.059954,0.1,0.030798,0.307692,"C2720507",NA,"C2720507","C2720507=C0877781->C2733300->C1531482->C0420206->*C2720507*<-C0018681<-C0578055<-C0458087<-C1290906<-C0037088"
"sct-umls","UMNSRS_similarity","C0023992","C0005632",0.510546,0.434622,0.646127,0.125,0.075843,0.695652,"C0017173",NA,"C0017173","C0017173=C0023992->C0003292->*C0017173*<-C0005632<-C0304558<-C0304553<-C0282090<-C1268922"
"sct-umls","UMNSRS_similarity","C0920289","C0015672",0,0.371164,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0878544","C0039070",0.673698,0.427356,0.589044,0.25,0.07337,0.823529,"C0007222",NA,"C0007222","C0007222=C0878544->C0018799->*C0007222*<-C0039070"
"sct-umls","UMNSRS_similarity","C0003129","C0036572",0,0.422869,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0036494","C0001962",0.510546,0.237597,0.060096,0.125,0.030873,0.363636,"C2720507",NA,"C2720507","C2720507=C0036494->C0026603->C1633746->C0037088->*C2720507*<-C0001962<-C1690586<-C0013227"
"sct-umls","UMNSRS_similarity","C0242339","C0060277",0.415109,0.226501,0.057215,0.083333,0.029349,0.266667,"C2720507",NA,"C2720507","C2720507=C0242339->C0268195->C0025517->C0012634->C0037088->*C2720507*<-C0060277<-C1298637<-C0302583<-C0018928<-C0018938<-C0013227"
"sct-umls","UMNSRS_similarity","C0039730","C0040822",0.458023,0.287287,0.200875,0.1,0.038728,0.4,"C0037088",NA,"C0037088","C0037088=C0039730->C0271976->C0002871->C0221016->C1533163->C0012634->*C0037088*<-C0040822<-C0427086<-C1689949"
"sct-umls","UMNSRS_similarity","C0009951","C0085208",0,0.364943,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0002962","C0028351",0.482823,0.231612,0.058525,0.111111,0.030042,0.333333,"C2720507",NA,"C2720507","C2720507=C0002962->C1300028->C0012634->C0037088->*C2720507*<-C0028351<-C0039052<-C0004382<-C0013227"
"sct-umls","UMNSRS_similarity","C0027121","C0025815",0.43559,0.248571,0.063083,0.090909,0.032458,0.285714,"C2720507",NA,"C2720507","C2720507=C0027121->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0025815<-C0017710<-C0001617<-C0360511<-C0013227"
"sct-umls","UMNSRS_similarity","C0003128","C0152149",0.741411,0.51315,0.765635,0.333333,0.108514,0.875,"C1291681",NA,"C1291681","C1291681=C0003128->*C1291681*<-C0152149"
"sct-umls","UMNSRS_similarity","C0013456","C0002645",0.362586,0.234833,0.059365,0.066667,0.030486,0.222222,"C2720507",NA,"C2720507","C2720507=C0013456->C0578044->C0423477->C0455931->C1290906->C0037088->*C2720507*<-C0002645<-C0304324<-C0355853<-C0030842<-C0026458<-C0279516<-C0003204<-C0013227"
"sct-umls","UMNSRS_similarity","C0022116","C0995182",0,0.374746,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0006277","C0298130",0.396269,0.240575,0.060892,0.076923,0.031295,0.25,"C2720507",NA,"C2720507","C2720507=C0006277->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0298130<-C0595726<-C0304440<-C0006280<-C0282686<-C0013227"
"sct-umls","UMNSRS_similarity","C0286651","C0024027",0.741411,0.685623,0.906351,0.333333,0.23833,0.909091,"C0360714",NA,"C0360714","C0360714=C0286651->*C0360714*<-C0024027"
"sct-umls","UMNSRS_similarity","C0032285","C1883552",0.43559,0.247998,0.062923,0.090909,0.032373,0.285714,"C2720507",NA,"C2720507","C2720507=C0032285->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C1883552<-C0442795<-C0442719<-C1285164"
"sct-umls","UMNSRS_similarity","C0037763","C0016860",0.458023,0.253111,0.064361,0.1,0.033137,0.307692,"C2720507",NA,"C2720507","C2720507=C0037763->C0427194->C1290906->C0037088->*C2720507*<-C0016860<-C0304487<-C0012798<-C0007220<-C0013227"
"sct-umls","UMNSRS_similarity","C0040485","C0014806",0.415109,0.235569,0.059559,0.083333,0.030589,0.266667,"C2720507",NA,"C2720507","C2720507=C0040485->C1290143->C0558385->C1290853->C0012634->C0037088->*C2720507*<-C0014806<-C0003240<-C0279516<-C0003204<-C0013227"
"sct-umls","UMNSRS_similarity","C0011603","C0020517",0.541977,0.395958,0.362995,0.142857,0.063579,0.571429,"C0012634",NA,"C0012634","C0012634=C0011603->C1285333->C1285332->C1290884->*C0012634*<-C0020517<-C1628518"
"sct-umls","UMNSRS_similarity","C0947651","C0022614",0,0.361563,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0003850","C0022116",0.621175,0.450193,0.646783,0.2,0.081426,0.8,"C0042373",NA,"C0042373","C0042373=C0003850->C0852949->*C0042373*<-C0022116<-C0232352"
"sct-umls","UMNSRS_similarity","C0018995","C0032617",0.57826,0.373213,0.524789,0.166667,0.057313,0.666667,"C0025517",NA,"C0025517","C0025517=C0018995->C0282193->C0012715->C0154260->*C0025517*<-C0032617"
"sct-umls","UMNSRS_similarity","C0025587","C0040460",0.541977,0.447816,0.675384,0.142857,0.080547,0.727273,"C0458087",NA,"C0458087","C0458087=C0025587->C0151825->C0026858->*C0458087*<-C0040460<-C0015468<-C0578055"
"sct-umls","UMNSRS_similarity","C0011175","C0038187",0.510546,0.27825,0.244686,0.125,0.037164,0.533333,"C0012634",NA,"C0012634","C0012634=C0011175->C0267995->C0267994->C0025517->*C0012634*<-C0038187<-C0162429<-C0028709"
"sct-umls","UMNSRS_similarity","C0009319","C0014544",0.510546,0.371609,0.458876,0.125,0.056895,0.631579,"C1302710|C1290853",NA,"C1302710","C1302710=C0009319->C0009373->C0341321->C0021831->C0266805->*C1302710*<-C0014544<-C0006111|C1290853=C0009319->C0578878->C1285331->C1285332->*C1290853*<-C0014544<-C0006111<-C1302710"
"sct-umls","UMNSRS_similarity","C0011847","C0085602",0,1,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0162275","C0038187",0.510546,0.25615,0.178258,0.125,0.0336,0.461538,"C0037088",NA,"C0037088","C0037088=C0162275->C1290915->C2711906->*C0037088*<-C0038187<-C0162429<-C0028709<-C0012634"
"sct-umls","UMNSRS_similarity","C0036572","C0042291",0.482823,0.264048,0.067542,0.111111,0.034833,0.333333,"C2720507",NA,"C2720507","C2720507=C0036572->C0730595->C1290906->C0037088->*C2720507*<-C0042291<-C0003286<-C0007680<-C0013227"
"sct-umls","UMNSRS_similarity","C0018081","C0070166",0.458023,0.241601,0.061169,0.1,0.031442,0.307692,"C2720507",NA,"C2720507","C2720507=C0018081->C0036916->C0009450->C0012634->C0037088->*C2720507*<-C0070166<-C0085826<-C0018938<-C0013227"
"sct-umls","UMNSRS_similarity","C0301532","C0039840",0.621175,0.532428,0.782192,0.2,0.118489,0.846154,"C0042890",NA,"C0042890","C0042890=C0301532->*C0042890*<-C0039840<-C0042849<-C0259754"
"sct-umls","UMNSRS_similarity","C0020676","C1883552",0.43559,0.239799,0.060684,0.090909,0.031185,0.285714,"C2720507",NA,"C2720507","C2720507=C0020676->C0040128->C0558385->C1290853->C0012634->C0037088->*C2720507*<-C1883552<-C0442795<-C0442719<-C1285164"
"sct-umls","UMNSRS_similarity","C0039730","C0019045",0.741411,0.765459,0.935809,0.333333,0.34304,0.875,"C0019045",NA,"C0019045","C0019045=C0039730->C1960031->*C0019045"
"sct-umls","UMNSRS_similarity","C0206160","C0004057",0.458023,0.236773,0.059877,0.1,0.030757,0.307692,"C2720507",NA,"C2720507","C2720507=C0206160->C0580380->C1292123->C2711906->C0037088->*C2720507*<-C0004057<-C0085826<-C0018938<-C0013227"
"sct-umls","UMNSRS_similarity","C0026946","C0079083",0.482823,0.267104,0.068457,0.111111,0.035321,0.333333,"C2720507",NA,"C2720507","C2720507=C0026946->C0009450->C0012634->C0037088->*C2720507*<-C0079083<-C1443631<-C0003392<-C0013227"
"sct-umls","UMNSRS_similarity","C0026946","C0025289",0.541977,0.347917,0.311137,0.142857,0.051067,0.571429,"C0012634",NA,"C0012634","C0012634=C0026946->C0009450->*C0012634*<-C0025289<-C1285331<-C1285332<-C1290884"
"sct-umls","UMNSRS_similarity","C0030232","C0060277",0.396269,0.226501,0.057215,0.076923,0.029349,0.25,"C2720507",NA,"C2720507","C2720507=C0030232->C0678215->C1287497->C0424449->C0427350->C0037088->*C2720507*<-C0060277<-C1298637<-C0302583<-C0018928<-C0018938<-C0013227"
"sct-umls","UMNSRS_similarity","C0332566","C0332573",0.673698,0.297922,0.325783,0.25,0.040653,0.769231,"C0332447",NA,"C0332447","C0332447=C0332566->C0332563->*C0332447*<-C0332573"
"sct-umls","UMNSRS_similarity","C0018834","C0020740",0.415109,0.233201,0.058938,0.083333,0.03026,0.266667,"C2720507",NA,"C2720507","C2720507=C0018834->C0221727->C0577006->C1320355->C1290906->C0037088->*C2720507*<-C0020740<-C0003211<-C0003209<-C0002771<-C0013227"
"sct-umls","UMNSRS_similarity","C0995182","C0020264",0,0.374208,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0009214","C0011816",0.57826,0.557216,0.800352,0.166667,0.132675,0.814815,"C0242402|C0376196",NA,"C0242402","C0242402=C0009214->C0031368->*C0242402*<-C0011816<-C0360196<-C0360445|C0376196=C0009214->C0031368->*C0376196*<-C0011816<-C0360196<-C0360445"
"sct-umls","UMNSRS_similarity","C0001047","C0001443",0.541977,0.366965,0.512005,0.142857,0.055703,0.7,"C0576728|C0013227",NA,"C0576728","C0576728=C0001047->C0002527->C0002520->*C0576728*<-C0001443<-C0034136<-C0556144|C0013227=C0001047->C0026698->C0282686->*C0013227*<-C0001443<-C0003195<-C0007220"
"sct-umls","UMNSRS_similarity","C0086073","C0032950",0.57826,0.349619,0.438577,0.166667,0.051465,0.736842,"C1320237",NA,"C1320237","C1320237=C0086073->C0360195->*C1320237*<-C0032950<-C0017710<-C0582125"
"sct-umls","UMNSRS_similarity","C0037763","C0151818",0.741411,0.441521,0.626375,0.333333,0.078267,0.833333,"C0427194",NA,"C0427194","C0427194=C0037763->*C0427194*<-C0151818"
"sct-umls","UMNSRS_similarity","C0011991","C0007537",0.415109,0.230638,0.058273,0.083333,0.029909,0.266667,"C2720507",NA,"C2720507","C2720507=C0011991->C0476288->C1689949->C0037088->*C2720507*<-C0007537<-C0304319<-C2266959<-C0026458<-C0279516<-C0003204<-C0013227"
"sct-umls","UMNSRS_similarity","C0007559","C0007561",0.741411,0.725787,0.927761,0.333333,0.286252,0.928571,"C0304320",NA,"C0304320","C0304320=C0007559->*C0304320*<-C0007561"
"sct-umls","UMNSRS_similarity","C0030193","C0026549",0.458023,0.286816,0.074657,0.1,0.038645,0.307692,"C2720507",NA,"C2720507","C2720507=C0030193->C0234185->C1291731->C0422837->C0037088->*C2720507*<-C0026549<-C0376196<-C0007680<-C0013227"
"sct-umls","UMNSRS_similarity","C0027358","C0015846",0.57826,0.338241,0.425171,0.166667,0.048862,0.736842,"C1320237",NA,"C1320237","C1320237=C0027358->*C1320237*<-C0015846<-C0360464<-C1268914<-C0003360"
"sct-umls","UMNSRS_similarity","C0042384","C0018991",0.541977,0.342723,0.371445,0.142857,0.049871,0.666667,"C1285159",NA,"C1285159","C1285159=C0042384->C1290889->C1285333->*C1285159*<-C0018991<-C0007682<-C0027765"
"sct-umls","UMNSRS_similarity","C0009262","C0033209",0.621175,0.757112,0.942113,0.2,0.330223,0.818182,"C0018100|C1320237",NA,"C0018100","C1320237=C0009262->*C1320237*<-C0033209<-C0038760<-C1532645|C0018100=C0009262->C0360273->*C0018100*<-C0033209<-C0041983"
"sct-umls","UMNSRS_similarity","C0126174","C0216784",0.741411,0.676697,0.900544,0.333333,0.22882,0.909091,"C0521942",NA,"C0521942","C0521942=C0126174->*C0521942*<-C0216784"
"sct-umls","UMNSRS_similarity","C1623038","C0002871",0,0.437198,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0055003","C0004899",0,0.359581,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0037354","C0042214",0.741411,0.715987,0.923556,0.333333,0.273738,0.888889,"C1532229",NA,"C1532229","C1532229=C0037354->*C1532229*<-C0042214"
"sct-umls","UMNSRS_similarity","C0038187","C0152149",0.482823,0.25615,0.178258,0.111111,0.0336,0.428571,"C0037088",NA,"C0037088","C0037088=C0038187->C0162429->C0028709->C0012634->*C0037088*<-C0152149<-C0567248<-C1320355<-C1290906"
"sct-umls","UMNSRS_similarity","C0031763","C0011603",0,0.430567,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0011777","C0246719",0.57826,0.33955,0.426707,0.166667,0.049155,0.736842,"C1320237",NA,"C1320237","C1320237=C0011777->C0017710->C0582125->*C1320237*<-C0246719<-C0012544"
"sct-umls","UMNSRS_similarity","C0019158","C0000970",0.43559,0.25682,0.065423,0.090909,0.033703,0.285714,"C2720507",NA,"C2720507","C2720507=C0019158->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0000970<-C0280004<-C0003419<-C0013227"
"sct-umls","UMNSRS_similarity","C0022116","C0013132",0.458023,0.284257,0.255702,0.1,0.038196,0.470588,"C1290906",NA,"C1290906","C1290906=C0022116->C1276288->C0425560->*C1290906*<-C0013132<-C0576989<-C0426533<-C1827135<-C0426480<-C0426573"
"sct-umls","UMNSRS_similarity","C0019270","C0013456",0.396269,0.234579,0.059298,0.076923,0.030451,0.25,"C2720507",NA,"C2720507","C2720507=C0019270->C0333056->C0333010->C0332447->C1260954->C1268086->*C2720507*<-C0013456<-C0578044<-C0423477<-C0455931<-C1290906<-C0037088"
"sct-umls","UMNSRS_similarity","C0018021","C0011644",0,0.379329,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0004134","C0001962",0.510546,0.247389,0.062754,0.125,0.032284,0.363636,"C2720507",NA,"C2720507","C2720507=C0004134->C0575091->C0427350->C0037088->*C2720507*<-C0001962<-C1690586<-C0013227"
"sct-umls","UMNSRS_similarity","C0043528","C0004576",0.510546,0.313428,0.367222,0.125,0.043633,0.533333,"C1285556",NA,"C1285556","C1285556=C0043528->*C1285556*<-C0004576<-C0276848<-C0343773<-C0033740<-C0030499<-C0009450"
"sct-umls","UMNSRS_similarity","C0035508","C0034642",0.741411,0.814889,0.961295,0.333333,0.429804,0.9,"C0425542",NA,"C0425542","C0425542=C0035508->*C0425542*<-C0034642"
"sct-umls","UMNSRS_similarity","C0557875","C0004147",0.415109,0.230575,0.058256,0.083333,0.0299,0.266667,"C2720507",NA,"C2720507","C2720507=C0557875->C0015672->C1282984->C0424575->C1287406->C0037088->*C2720507*<-C0004147<-C0304516<-C0001645<-C0004382<-C0013227"
"sct-umls","UMNSRS_similarity","C0004153","C0002962",0.57826,0.277101,0.243681,0.166667,0.036969,0.615385,"C0012634",NA,"C0012634","C0012634=C0004153->C0003850->C1285162->*C0012634*<-C0002962<-C1300028"
"sct-umls","UMNSRS_similarity","C0019158","C0018926",0.541977,0.291059,0.256089,0.142857,0.0394,0.571429,"C0012634",NA,"C0012634","C0012634=C0019158->C1285331->C1285332->C1290884->*C0012634*<-C0018926<-C0042963"
"sct-umls","UMNSRS_similarity","C0027358","C0026549",0.741411,0.5398,0.78203,0.333333,0.122542,0.888889,"C2584404|C1320237",NA,"C2584404","C2584404=C0027358->*C2584404*<-C0026549|C1320237=C0027358->*C1320237*<-C0026549"
"sct-umls","UMNSRS_similarity","C0011991","C0009262",0.458023,0.228357,0.057687,0.1,0.029599,0.307692,"C2720507",NA,"C2720507","C2720507=C0011991->C0476288->C1689949->C0037088->*C2720507*<-C0009262<-C0360273<-C0018100<-C1298773<-C0013227"
"sct-umls","UMNSRS_similarity","C0027121","C0026848",0.836849,0.65318,0.848855,0.5,0.205544,0.923077,"C0026848",NA,"C0026848","C0026848=C0027121->*C0026848"
"sct-umls","UMNSRS_similarity","C0006277","C0023992",0.43559,0.240596,0.060898,0.090909,0.031299,0.285714,"C2720507",NA,"C2720507","C2720507=C0006277->C1285331->C1285332->C1290884->C0012634->C0037088->*C2720507*<-C0023992<-C0003292<-C0017173<-C0013227"
"sct-umls","UMNSRS_similarity","C0013428","C0008809",0.43559,0.230474,0.058231,0.090909,0.029886,0.285714,"C2720507",NA,"C2720507","C2720507=C0013428->C0000737->C0578056->C0458087->C1290906->C0037088->*C2720507*<-C0008809<-C1533693<-C0034423<-C0013227"
"sct-umls","UMNSRS_similarity","C0282386","C0536495",0.741411,0.675665,0.902192,0.333333,0.227746,0.916667,"C1533693",NA,"C1533693","C1533693=C0282386->*C1533693*<-C0536495"
"sct-umls","UMNSRS_similarity","C0034880","C0005740",0.415109,0.226486,0.057211,0.083333,0.029347,0.266667,"C2720507",NA,"C2720507","C2720507=C0034880->C0013447->C0395797->C1290853->C0012634->C0037088->*C2720507*<-C0005740<-C0010861<-C0003236<-C0003392<-C0013227"
"sct-umls","UMNSRS_similarity","C0008168","C0007561",0.57826,0.440543,0.653771,0.166667,0.077919,0.8,"C0279516",NA,"C0279516","C0279516=C0008168->*C0279516*<-C0007561<-C0304320<-C2266959<-C0026458"
"sct-umls","UMNSRS_similarity","C0007537","C0007557",0.741411,0.725787,0.927761,0.333333,0.286252,0.928571,"C0304319",NA,"C0304319","C0304319=C0007537->*C0304319*<-C0007557"
"sct-umls","UMNSRS_similarity","C0014806","C0023660",0.482823,0.349642,0.427327,0.111111,0.05147,0.636364,"C1532646|C0013227|C0029224",NA,"C1532646","C1532646=C0014806->C0003240->C1320237->*C1532646*<-C0023660<-C0360090<-C0002934<-C1532651<-C1532650|C0013227=C0014806->C0003240->C0279516->C0003204->*C0013227*<-C0023660<-C0360090<-C0002934<-C0002932|C0029224=C0014806->C0003240->C0282563->C0022947->*C0029224*<-C0023660<-C0360090<-C0576733<-C0576728"
"sct-umls","UMNSRS_similarity","C0020676","C0021359",0.43559,0.279563,0.19506,0.090909,0.037387,0.375,"C0037088",NA,"C0037088","C0037088=C0020676->C0040128->C0558385->C1290853->C0012634->*C0037088*<-C0021359<-C0577274<-C1291680<-C0574125<-C0427350"
"sct-umls","UMNSRS_similarity","C0081876","C0006681",0.541977,0.438875,0.650916,0.142857,0.077328,0.727273,"C0017173",NA,"C0017173","C0017173=C0081876->C0358591->C0353838->*C0017173*<-C0006681<-C0349860<-C0003138"
"sct-umls","UMNSRS_similarity","C0007398","C0023380",0.510546,0.305985,0.337517,0.125,0.042176,0.533333,"C0427350",NA,"C0427350","C0427350=C0007398->C1291705->C0574125->*C0427350*<-C0023380<-C0015672<-C1290919<-C0424449"
"sct-umls","UMNSRS_similarity","C0036323","C0114873",0.396269,0.242049,0.061291,0.076923,0.031507,0.25,"C2720507",NA,"C2720507","C2720507=C0036323->C0040820->C0018889->C0030499->C0009450->C0012634->C0037088->*C2720507*<-C0114873<-C0304512<-C0001641<-C0004382<-C0013227"
"sct-umls","UMNSRS_similarity","C0085602","C0032617",0,0.359815,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C1623038","C0286651",0,0.366654,0,0,0,0,"",NA,"",""
"sct-umls","UMNSRS_similarity","C0038450","C0037384",0.673698,0.559917,0.814533,0.25,0.13432,0.823529,"C1291004",NA,"C1291004","C1291004=C0038450->C1287665->*C1291004*<-C0037384"
"sct-umls","UMNSRS_similarity","C0004147","C0016860",0.57826,0.334736,0.42107,0.166667,0.048087,0.736842,"C1320237",NA,"C1320237","C1320237=C0004147->C0304516->C0001645->*C1320237*<-C0016860<-C0354100"
"sct-umls","UMNSRS_similarity","C0242453","C0008809",0.43559,0.230023,0.058114,0.090909,0.029825,0.285714,"C2720507",NA,"C2720507","C2720507=C0242453->C0033575->C1302710->C1290853->C0012634->C0037088->*C2720507*<-C0008809<-C1533693<-C0034423<-C0013227"
